0	within	8.730085
1	minutes	9.706359
2	after	3.321423
3	the	0.9142332
4	stock	4.6571994
5	market	0.35798264
6	closed	4.9224043
7	friday	3.982304
8	,	1.818697
9	i	6.457671
10	called	10.567411
11	sen.	10.802643
12	bill	9.853513
13	bradley	10.04505
14	of	7.201433
15	new	5.9432235
16	jersey	4.716078
17	,	2.2827044
18	advised	8.656847
19	him	3.550074
20	that	1.8962865
21	the	2.0087605
22	dow	8.619061
23	jones	0.32861614
24	industrial	0.24813747
25	average	0.00819397
26	had	4.452405
27	declined	6.1383295
28	by	5.902384
29	190	7.5894423
0	points	8.829278
1	late	7.7889633
2	that	4.9621587
3	afternoon	5.2564287
4	,	1.4869709
5	and	3.4759045
6	OOV	3.1353712
7	informed	10.394873
8	him	9.057861
9	that	1.9492383
10	he	3.3378143
11	and	5.5155873
12	his	1.6758604
13	fellow	4.37114
14	democrats	7.494605
15	were	6.058239
16	to	5.1719637
17	blame	5.262147
18	.	3.122878
19	EOS	0.045470238
20	they	5.036514
21	had	4.9411283
22	dealt	13.058389
23	a	3.1529984
24	major	4.231032
25	setback	5.645163
26	that	4.233819
27	afternoon	7.132575
28	to	5.8057165
29	president	8.759785
0	bush	8.097084
1	's	3.820364
2	capital-gains	7.4601045
3	tax	2.006816
4	cut	0.28080845
5	proposal	10.816747
6	,	2.0748053
7	which	3.8840237
8	had	4.2091756
9	seemed	9.703231
10	in	5.277831
11	the	2.0375504
12	bag	10.032908
13	after	7.7738132
14	it	3.3507237
15	passed	9.170623
16	the	2.382052
17	house	5.040596
18	OOV	3.4825215
19	earlier	8.171214
20	in	3.496973
21	the	1.8367443
22	month	4.5667024
23	.	1.4371529
24	EOS	0.02935505
25	sen.	7.8067837
26	bradley	11.018383
27	has	5.1169086
28	it	7.1843777
29	in	4.84855
0	his	6.4492598
1	mind	5.8610973
2	that	2.758009
3	such	8.084167
4	a	2.5193992
5	tax	8.036342
6	cut	2.5093079
7	would	1.4688854
8	OOV	4.2870216
9	the	1.3118997
10	tax	5.642729
11	reform	6.293002
12	he	8.102086
13	helped	5.3620024
14	engineer	15.312016
15	in	4.0256624
16	1986	5.569891
17	.	1.4910698
18	EOS	0.12464237
19	but	3.3274803
20	he	3.5555892
21	knows	6.5914664
22	that	1.6729145
23	as	4.668446
24	many	2.660284
25	as	0.8516865
26	20	5.6045656
27	of	5.4879866
28	his	3.3378315
29	fellow	8.766664
0	democrats	9.955967
1	are	3.410612
2	OOV	2.798849
3	to	1.6014786
4	vote	7.399191
5	for	2.6496315
6	the	1.6635833
7	cut	10.19918
8	,	2.648972
9	popular	10.660769
10	among	7.1296844
11	their	4.684267
12	constituents	6.998317
13	.	0.9647541
14	EOS	0.030426979
15	as	5.5963955
16	a	2.2273102
17	result	1.3824921
18	,	1.6960297
19	he	3.1635041
20	took	6.8342104
21	the	2.8888435
22	lead	7.764414
23	in	3.3085814
24	arguing	12.159777
25	that	0.3839779
26	the	1.3989258
27	cut	9.601548
28	should	6.445268
29	be	1.4134302
0	blocked	11.822768
1	on	3.9092827
2	procedural	8.519712
3	grounds	1.1089821
4	.	0.9801426
5	EOS	0.037653923
6	he	4.035438
7	helped	7.510817
8	persuade	3.7315125
9	10	11.248539
10	of	3.9254427
11	these	4.195272
12	senators	7.220212
13	to	3.3069687
14	support	5.740089
15	him	8.451098
16	and	3.6108499
17	majority	9.486171
18	leader	3.1393785
19	george	1.1065998
20	mitchell	0.29089737
21	on	6.4469976
22	these	7.007722
23	grounds	5.757096
24	.	1.8010678
25	EOS	0.11384678
26	the	1.8695431
27	budget	8.133553
28	reconciliation	17.33587
29	had	6.423476
0	to	3.784504
1	be	3.3633156
2	dealt	12.631012
3	with	0.2532444
4	by	7.993506
5	the	2.0514984
6	oct.	8.455769
7	15	3.4820862
8	deadline	4.766029
9	,	2.0981703
10	and	3.5099926
11	these	8.051404
12	senate	8.812473
13	democrats	4.1797066
14	refused	7.0212107
15	to	3.6388726
16	agree	8.651659
17	to	2.169321
18	allow	6.923283
19	a	3.9285207
20	vote	8.174635
21	to	0.8175564
22	OOV	4.3751764
23	capital	6.7535872
24	gains	3.3688264
25	to	3.323925
26	the	1.2580023
27	budget	6.319401
28	bill	5.2554345
29	,	1.9319725
0	knowing	12.536758
1	it	3.2947474
2	would	3.8632212
3	pass	7.953118
4	.	2.8948684
5	EOS	0.19659042
6	denied	12.362639
7	a	3.1253142
8	vote	7.0378428
9	on	1.719739
10	substance	11.255884
11	,	1.7329435
12	the	2.2525501
13	gop	7.5763583
14	leadership	1.5978508
15	in	4.09042
16	the	1.7489552
17	senate	5.163252
18	on	7.1384525
19	friday	5.901497
20	morning	7.7439814
21	was	6.351779
22	OOV	3.0702534
23	with	3.8150816
24	a	1.8375373
25	hard	9.438876
26	choice	8.384395
27	.	1.3315668
28	EOS	0.3247633
29	it	4.2056236
0	could	6.751016
1	throw	7.5638275
2	in	2.5760994
3	the	1.6072783
4	OOV	2.2283301
5	and	4.2567363
6	hope	9.308857
7	to	1.4600658
8	win	5.5794744
9	on	5.5221987
10	capital	9.81167
11	gains	3.2651086
12	late	9.676273
13	this	3.2431998
14	month	1.7677364
15	,	2.880547
16	or	4.09113
17	it	6.6577673
18	could	5.4011807
19	follow	7.4440765
20	the	1.4828491
21	white	7.751622
22	house	0.21902847
23	strategy	9.927245
24	,	2.4787617
25	to	4.1382494
26	veto	7.3353515
27	reconciliation	15.707981
28	unless	9.120318
29	capital	8.719541
0	gains	8.869195
1	was	5.5770435
2	OOV	3.0367737
3	.	2.02114
4	EOS	0.054657936
5	the	1.9331965
6	u.s.	4.344989
7	chamber	6.1458197
8	of	2.1117601
9	commerce	1.0462732
10	has	3.1368551
11	been	1.1910324
12	in	4.9470387
13	the	2.6840272
14	OOV	3.2490392
15	in	4.0267706
16	supporting	10.654352
17	the	2.9273682
18	bush	7.3267303
19	proposal	8.165866
20	.	2.522192
21	EOS	0.18305206
22	it	4.279838
23	endorsed	12.046611
24	the	0.949605
25	white	5.7313595
26	house	0.02249813
27	strategy	11.054765
28	,	2.1003795
29	OOV	3.633852
0	it	5.208561
1	to	5.246249
2	be	2.728025
3	the	3.2158136
4	OOV	2.176044
5	way	6.7487154
6	to	2.5733175
7	victory	10.360357
8	.	1.5674009
9	EOS	0.23726559
10	at	5.1846104
11	noon	9.679398
12	friday	6.2383366
13	,	0.07163143
14	a	3.134406
15	senior	8.903102
16	white	9.49215
17	house	0.50213337
18	official	4.05435
19	advised	9.976644
20	richard	5.988177
21	OOV	1.0988417
22	,	0.4764166
23	the	3.0759244
24	chamber	7.1794586
25	's	2.9435916
26	chief	3.3634892
27	economist	3.9413953
28	,	1.4392681
29	that	6.458971
0	the	2.942781
1	white	6.365799
2	house	0.10997009
3	would	5.9410977
4	not	4.4221888
5	agree	7.086256
6	to	1.7062893
7	a	3.5344
8	budget	7.2676783
9	reconciliation	15.117757
10	bill	0.8279524
11	unless	5.9494767
12	it	1.6524124
13	had	2.7774496
14	firm	13.022829
15	assurances	11.598132
16	that	2.2545514
17	a	3.4700227
18	vote	8.163511
19	on	1.2876749
20	substance	12.097836
21	would	4.2817526
22	be	1.8062449
23	permitted	6.4667597
24	in	3.4401965
25	the	1.6353927
26	senate	3.825694
27	.	2.0538921
28	EOS	0.13204765
29	two	6.2300005
0	hours	9.289031
1	later	6.418868
2	,	1.3286047
3	the	2.1009774
4	first	5.4470015
5	word	7.343397
6	emerged	10.975127
7	on	3.771078
8	capitol	5.913808
9	hill	0.02857399
10	that	4.581229
11	the	2.2427754
12	administration	5.569845
13	had	2.7202048
