0	within	8.671173
1	minutes	9.050504
2	after	5.3707695
3	the	1.4873772
4	stock	6.2936277
5	market	1.1204519
6	closed	8.335385
7	friday	4.241455
8	,	1.6603241
9	i	7.1164975
10	called	7.9197617
11	sen.	10.041631
12	bill	8.620203
13	bradley	11.415998
14	of	4.852844
15	new	5.011785
16	jersey	2.5746746
17	,	1.6091428
18	advised	9.362397
19	him	4.8218803
20	that	2.615139
21	the	1.6249247
22	dow	6.860869
23	jones	0.44770145
24	industrial	0.3878479
25	average	0.15832424
26	had	5.8412123
27	declined	6.7640963
28	by	4.7679806
29	190	10.9693
0	points	8.590467
1	late	7.820259
2	that	5.466378
3	afternoon	8.311536
4	,	2.6102667
5	and	3.2424097
6	OOV	3.4588265
7	informed	11.44359
8	him	7.704382
9	that	2.787991
10	he	4.688632
11	and	5.19374
12	his	5.5108347
13	fellow	6.287191
14	democrats	8.731624
15	were	3.9762492
16	to	4.4041977
17	blame	7.1293635
18	.	2.1256194
19	EOS	0.038960457
20	they	5.0744658
21	had	4.575849
22	dealt	11.865499
23	a	2.3874426
24	major	4.9474316
25	setback	8.009009
26	that	3.925386
27	afternoon	9.811388
28	to	4.9725895
29	president	9.141481
0	bush	8.4474325
1	's	2.8762684
2	capital-gains	8.93191
3	tax	2.4709263
4	cut	3.1255736
5	proposal	10.124328
6	,	2.4586449
7	which	3.6135378
8	had	4.2117887
9	seemed	8.6726055
10	in	4.4157724
11	the	1.9533577
12	bag	11.245781
13	after	6.418945
14	it	4.243117
15	passed	10.814423
16	the	3.2039185
17	house	5.3224
18	OOV	3.8716474
19	earlier	8.764796
20	in	3.4967299
21	the	1.5188704
22	month	6.160672
23	.	1.3160381
24	EOS	0.0114097595
25	sen.	7.3772483
26	bradley	8.352815
27	has	4.331108
28	it	6.329625
29	in	3.7169085
0	his	6.7105074
1	mind	6.5024734
2	that	3.021637
3	such	7.3048177
4	a	2.330976
5	tax	6.132348
6	cut	3.480257
7	would	6.1183534
8	OOV	3.5685596
9	the	2.0402517
10	tax	6.3284354
11	reform	5.4199715
12	he	7.590539
13	helped	7.003192
14	engineer	12.762477
15	in	3.8462157
16	1986	6.7260666
17	.	1.6560421
18	EOS	0.06272793
19	but	3.585208
20	he	4.2754254
21	knows	4.7789555
22	that	2.2705727
23	as	5.303483
24	many	3.6859055
25	as	2.3794003
26	20	5.810383
27	of	4.3905716
28	his	4.95258
29	fellow	8.871878
0	democrats	9.0836735
1	are	2.2662249
2	OOV	3.0572739
3	to	2.6201735
4	vote	7.6094093
5	for	3.808209
6	the	1.3915834
7	cut	9.605908
8	,	3.1098857
9	popular	11.041752
10	among	8.951622
11	their	4.2682853
12	constituents	8.28007
13	.	1.3984175
14	EOS	0.27586842
15	as	6.7026873
16	a	2.2642164
17	result	1.7069702
18	,	0.95408726
19	he	3.753819
20	took	6.647868
21	the	2.1422582
22	lead	8.603151
23	in	4.3395844
24	arguing	11.986073
25	that	0.87710285
26	the	1.4205351
27	cut	9.408127
28	should	7.642355
29	be	1.1282768
0	blocked	12.1413
1	on	3.8845944
2	procedural	9.491175
3	grounds	5.913248
4	.	1.778162
5	EOS	0.10848236
6	he	4.2129693
7	helped	7.7344236
8	persuade	8.137646
9	10	7.6741714
10	of	4.600729
11	these	5.2127757
12	senators	8.098082
13	to	2.845621
14	support	6.0349374
15	him	8.531502
16	and	3.2168756
17	majority	9.949208
18	leader	4.648299
19	george	3.282814
20	mitchell	1.3227262
21	on	6.4420433
22	these	7.601126
23	grounds	8.354988
24	.	1.543006
25	EOS	0.035269737
26	the	1.8416958
27	budget	7.851898
28	reconciliation	12.7043705
29	had	5.1160116
0	to	3.655499
1	be	3.280006
2	dealt	12.675526
3	with	2.879344
4	by	5.543148
5	the	1.8183727
6	oct.	8.289636
7	15	4.3638625
8	deadline	8.771173
9	,	1.9565058
10	and	3.5039806
11	these	6.878447
12	senate	8.631723
13	democrats	6.995448
14	refused	8.180894
15	to	2.2907867
16	agree	7.389283
17	to	2.2708874
18	allow	7.965891
19	a	2.9312615
20	vote	6.554104
21	to	2.091632
22	OOV	2.3698187
23	capital	7.027716
24	gains	6.209177
25	to	3.360755
26	the	1.7706017
27	budget	6.138157
28	bill	5.3099394
29	,	2.0668678
0	knowing	11.606503
1	it	3.9958706
2	would	4.4219236
3	pass	7.527861
4	.	2.6205726
5	EOS	0.12778854
6	denied	12.894415
7	a	2.70609
8	vote	6.838017
9	on	2.6059518
10	substance	10.761459
11	,	2.674882
12	the	2.620574
13	gop	6.9889936
14	leadership	6.1579
15	in	4.7641344
16	the	1.8673205
17	senate	5.7071505
18	on	6.381778
19	friday	7.558794
20	morning	6.0272856
21	was	4.9020367
22	OOV	2.416232
23	with	3.979566
24	a	2.4174476
25	hard	7.7423596
26	choice	8.630749
27	.	1.4302244
28	EOS	0.15493679
29	it	3.5106964
0	could	6.824708
1	throw	9.090879
2	in	3.6981683
3	the	2.0139565
4	OOV	3.1590528
5	and	3.0129714
6	hope	8.338042
7	to	2.2054377
8	win	6.699995
9	on	5.697592
10	capital	6.9052963
11	gains	5.3812013
12	late	10.430291
13	this	4.0315456
14	month	2.7184224
15	,	2.019567
16	or	3.0744824
17	it	6.1182694
18	could	6.711405
19	follow	7.048858
20	the	2.3634605
21	white	7.686204
22	house	0.7978344
23	strategy	9.660742
24	,	1.7342396
25	to	4.3443613
26	veto	8.437049
27	reconciliation	13.440853
28	unless	7.852294
29	capital	8.058648
0	gains	8.857525
1	was	4.5073557
2	OOV	2.912507
3	.	2.2621794
4	EOS	0.051519394
